Year,Pounds,Event
1941,22.84,"12th of February 1941 : First Penicillin Patient 
15th of April 1941 : The Belfast Blitz 
9th of May 1941 : Enigma Machine Captured 
10th of May 1941 : Rudolf Hess lands in Scotland 
15th of August 1941 : Last Execution in The Tower 
31st of October 1941 : Huddersfield Factory Fire 
13rd of November 1941 : Ark Royal Torpedoed 
7th of December 1941 : Pearl Harbour "
1942,21.77,"1st of January 1942 : First Edition of Desert Island Discs 
15th of February 1942 : Singapore Surrenders 
23rd of October 1942 : Battle of El Alamein 
27th of November 1942 : Train Downs Nazi Plane "
1943,21.78,"2nd of March 1943 : Bethnal Green Tube Disaster 
16th of May 1943 : Dambusters Raid "
1944,22.62,"24th of March 1944 : The Real Great Escape 
27th of April 1944 : Slapton Sands Friendly Fire Disaster 
6th of June 1944 : D-Day Landings 
13rd of June 1944 : First V1 Rocket hits London 
16th of August 1944 : Rainham V1 Train Disaster 
23rd of August 1944 : Freckleton Tragedy 
8th of September 1944 : First German V2 rocket lands on London 
17th of September 1944 : Operation Market Garden - Allied invasion of Holland 
12th of November 1944 : Tirpitz Sunk 
16th of December 1944 : Battle of the Bulge Begins "
1945,22.69,"4th of February 1945 : The Yalta Conference 
14th of February 1945 : Dresden Firestorm 
27th of March 1945 : Last V2 rocket lands 
30th of April 1945 : Hitler’s Suicide 
7th of May 1945 : Nazi Germany surrenders - VE Day 
9th of May 1945 : Channel Islands liberated 
16th of July 1945 : First Atomic Explosion 
6th of August 1945 : Hiroshima 
17th of August 1945 : Animal Farm Published 
2nd of September 1945 : Japan Signs Surrender 
19th of September 1945 : 'Lord Haw-Haw' sentenced to death 
30th of September 1945 : Bourne End Rail Crash 
24th of October 1945 : Formation of UN 
20th of November 1945 : Nuremberg Trials begin "
1946,25.73,"3rd of January 1946 : 'Lord Haw-Haw' hanged 
1st of March 1946 : Bank of England Nationalised 
5th of March 1946 : Churchills ‘Iron Curtain’ Speech 
9th of March 1946 : Burnden Park Disaster 
2nd of April 1946 : Founding of Sandhurst Royal Military Academy 
22nd of July 1946 : King David Hotel Bombing 
11th of November 1946 : Britains 1st New Town "
1947,26.66,"5th of June 1947 : Marshall Aid Launched 
9th of July 1947 : Engagement of Queen Elizabeth 
24th of August 1947 : First Edinburgh International Festival "
1948,24.91,"12th of January 1948 : First British Supermarket Opens 
28th of February 1948 : Last British Soldiers leave India 
14th of May 1948 : Birth of Israel 
21st of June 1948 : World’s 1st Computer Program Runs in Manchester 
22nd of June 1948 : SS Empire Windrush Docks at Tilbury 
26th of June 1948 : Berlin Airlift begins 
1st of July 1948 : Oxfam Opens its First Charity Shop 
5th of July 1948 : National Health Service established 
28th of July 1948 : The Battle of London Airport 
29th of July 1948 : Opening Ceremony of 1948 Olympics 
12th of October 1948 : 1st Morris Minor Built "
1949,24.6,"4th of April 1949 : Foundation of NATO 
18th of April 1949 : Republic of Ireland established 
5th of June 1949 : Noddy’s First Appearance 
8th of June 1949 : 1984 Published 
29th of July 1949 : First Regular TV Weather Forecasts "
1950,24.27,"3rd of February 1950 : Klaus Fuchs arrested 
22nd of September 1950 : First Non-Stop Transatlantic Jet Flight 
16th of October 1950 : The Lion, the Witch and the Wardrobe Published "
1951,24.17,"17th of April 1951 : Peak District is designated Britain's first national park 
24th of April 1951 : Glorious Glosters Stand at Imjin River 
3rd of May 1951 : The Festival of Britain opens 
22nd of May 1951 : Burgess and Maclean Defect 
20th of August 1951 : First Benny Hill TV Show 
26th of October 1951 : Churchill becomes PM again 
31st of October 1951 : Zebra Crossing Introduced 
20th of November 1951 : Snowdonia designated a National Park 
4th of December 1951 : Gillingham Bus Disaster "
1952,23.76,"6th of February 1952 : Elizabeth II becomes Queen 
26th of February 1952 : Churchill Announces British Atom Bomb 
15th of August 1952 : Lynmouth Floods Kill 34 
6th of September 1952 : Farnborough Air Show Disaster 
23rd of September 1952 : Chaplin Returns to England 
2nd of October 1952 : Britain tests first Nuclear Bomb 
8th of October 1952 : Harrow Rail crash 
14th of November 1952 : NME Publishes First UK Singles Chart 
14th of November 1952 : First British Record Chart Published 
25th of November 1952 : The 'Mousetrap' opens 
5th of December 1952 : Start of the Great Smog "
1953,24.17,"28th of January 1953 : Derek Bentley Hanged 
1st of February 1953 : East Coast floods kill hundreds 
25th of April 1953 : Crick and Watson discover DNA 
29th of May 1953 : Hillary climbs Everest 
2nd of June 1953 : Coronation of Queen Elizabeth II 
11th of November 1953 : First edition of Panorama 
17th of November 1953 : Channel Collision Kills 20 "
1954,25.18,"11th of April 1954 : The Dullest Day in History? 
6th of May 1954 : Roger Bannister runs the four minute mile 
21st of July 1954 : Lord of the Rings Published 
17th of September 1954 : Lord of the Flies Published "
1955,25.74,"13rd of July 1955 : Ruth Ellis Hanged 
16th of July 1955 : Stirling Moss is first Englishman to win the British Grand Prix 
18th of July 1955 : Great Martinstown Downpour 
22nd of September 1955 : Launch of ITV 
23rd of September 1955 : 1st British woman News reader 
26th of September 1955 : 1st Birds Eye Fishfingers go on Sale "
1956,26.19,"17th of October 1956 : World’s First Fully Commercial Nuclear Power Plant Opened 
29th of October 1956 : Suez Conflict Begins 
1st of November 1956 : Premium Bonds go on Sale "
1957,26.68,"6th of March 1957 : Ghana Gains Independence 
1st of April 1957 : Panorama Spaghetti Hoax 
15th of May 1957 : Britain tests H-Bomb 
6th of July 1957 : Lennon and McCartney First Meet 
4th of September 1957 : Wolfenden Report - homosexuality decriminalised 
4th of October 1957 : Sputnik Launched 
10th of October 1957 : Windscale Reactor Fire 
4th of December 1957 : Lewisham Train Crash Kills 90 "
1958,27.05,"6th of February 1958 : Munich Air Crash 
17th of March 1958 : CND’s Inaugural Public Meeting 
23rd of June 1958 : End of coal rationing announced 
10th of July 1958 : Launch of the Parking Meter 
13rd of October 1958 : Paddington Bear is Published 
16th of October 1958 : First Edition of Blue Peter 
21st of October 1958 : First Women Peers Enter Lords 
10th of November 1958 : Donald Campbell breaks water speed record 
5th of December 1958 : Opening of UK's 1st Motorway "
1959,27.59,"9th of July 1959 : Supercell Storm over Wokingham 
28th of July 1959 : Postcodes Introduced 
7th of October 1959 : Southend Pier Fire Traps 300 
2nd of November 1959 : M1 Opens "
1960,27.78,"28th of March 1960 : Fire Claims 19 Glasgow Firefighters 
19th of September 1960 : First Traffic Wardens in London 
21st of October 1960 : 1st British Nuclear Powered Sub launched 
2nd of November 1960 : Penguin Wins Lady Chatterley Case 
9th of December 1960 : 1st episode of Coronation St screened "
1961,27.51,"12th of April 1961 : First Man in Space 
1st of May 1961 : Betting Shops Legal 
9th of November 1961 : Brian Epstein Meets The Beatles 
4th of December 1961 : The Pill is introduced "
1962,28.08,"24th of January 1962 : Beatles Sign for Epstein 
2nd of April 1962 : Panda Crossing Launched 
6th of June 1962 : Beatles audition for George Martin 
12th of July 1962 : Debut of the Rolling Stones 
4th of October 1962 : Beatles release 1st single "
1963,28.57,"5th of June 1963 : John Profumo resigns 
8th of August 1963 : Great Train Robbery 
28th of August 1963 : Martin Luther King Has a Dream 
22nd of November 1963 : Assassination of President Kennedy 
23rd of November 1963 : First Episode of Doctor Who "
1964,28.87,"7th of February 1964 : The Beatles arrive in America 
9th of February 1964 : Beatles appear on Ed Sullivan show 
20th of March 1964 : Beatles release Cant Buy Me Love 
20th of April 1964 : Launch of BBC2 
18th of May 1964 : Mods and Rockers Battle 
13rd of August 1964 : Last Executions in Britain 
16th of August 1964 : Fred Trueman First Test Bowler to 300 Wickets 
22nd of August 1964 : First Edition of Match of the Day 
4th of September 1964 : Forth Road Bridge Opened 
12th of September 1964 : Charlie and the Chocolate Factory Published
15th of September 1964 : 1st Edition of the Sun "
1965,28.32,"1st of January 1965 : Stanley Matthews Knighted 
24th of January 1965 : Winston Churchill dies 
30th of January 1965 : Winston Churchill's Funeral 
24th of April 1965 : Official opening of the Pennine Way 
8th of July 1965 : Ronnie Biggs Escapes Prison 
15th of August 1965 : Beatles Create Stadium Rock at Shea Stadium 
30th of September 1965 : Thunderbirds Are Go! 
26th of October 1965 : Beatles Receive MBEs 
8th of November 1965 : Race Relations Act comes into force 
3rd of December 1965 : Who Release My Generation 
13rd of December 1965 : Jackanory First Broadcast 
22nd of December 1965 : National Speed Limit of 70mph introduced "
1966,28.35,"3rd of March 1966 : BBC starts to broadcast in colour 
4th of March 1966 : Lennon’s Bigger than Jesus Quip 
20th of March 1966 : World Cup Stolen 
1st of May 1966 : Last UK Concert by Beatles 
6th of May 1966 : Moors murderers found guilty 
21st of May 1966 : Cooper Floors Ali 
29th of June 1966 : First British Credit Card Launched 
3rd of July 1966 : Anti Vietnam Protest at American Embassy 
30th of July 1966 : England win the World Cup 
8th of September 1966 : Severn Bridge Opens 
21st of October 1966 : The Aberfan Disaster 
22nd of October 1966 : George Blake Escapes from Wormwood Scrubs
9th of November 1966 : Lennon Meets Yoko "
1967,28.92,"4th of January 1967 : Donald Campbell killed trying to break own water speed record 
25th of May 1967 : Celtic win the European Cup 
1st of June 1967 : The Beatles release Sgt Peppers 
4th of June 1967 : Stockport Air Disaster 
25th of June 1967 : Worlds First Live Satellite Broadcast 
27th of June 1967 : Barclays opens Britains 1st cashpoint 
7th of July 1967 : Beatles release 'All You Need is Love' 
14th of July 1967 : Abortion Bill Passed 
20th of September 1967 : QE2 Launched 
29th of September 1967 : First Episode of The Prisoner, 
30th of September 1967 : Radio 1 goes on air 
9th of October 1967 : Breathalyser Introduced 
5th of November 1967 : Hither Green Rail Disaster "
1968,29.51,"26th of February 1968 : Shelton Hospital Fire 
20th of April 1968 : Enoch Powells Rivers of Blood Speech 
27th of April 1968 : Abortion is legalised in Britain 
29th of May 1968 : Man Utd Win 1st English European Cup 
31st of July 1968 : Dads Army 1st Broadcast 
4th of September 1968 : Beatles Record Last TV Appearance Together 
22nd of November 1968 : Beatles Release White Album 
17th of December 1968 : Mary Bell found Guilty "
1969,28.64,"30th of January 1969 : Beatles Rooftop Finale 
2nd of March 1969 : Concorde Flies for first time 
4th of March 1969 : Kray Twins found guilty of murder 
7th of March 1969 : Victoria line opens 
22nd of April 1969 : Knox-Johnston completes first solo non stop voyage around the world 
3rd of July 1969 : Death of a Rolling Stone 
21st of July 1969 : Man on the Moon 
14th of August 1969 : British Troops sent to Northern Ireland 
15th of August 1969 : Woodstock Begins 
5th of October 1969 : Monty Python 1st screened 
14th of October 1969 : Fifty Pence Coin Issued 
25th of November 1969 : Lennon Returns MBE 
18th of December 1969 : Death penalty abolished "
1970,29.83,"31st of July 1970 : Last Day of the Rum Ration 
5th of August 1970 : First English Match to “Go to Penalties” 
26th of August 1970 : Isle of Wight Festival Attracts 600,000 
18th of September 1970 : Jimi Hendrix dies in London 
19th of September 1970 : First Glastonbury 
19th of October 1970 : North Sea Oil Discovered "
1971,30.2,"2nd of January 1971 : Ibrox Disaster Claims 66 Lives 
15th of February 1971 : Decimal currency is launched in Britain 
24th of June 1971 : Mersey Tunnel Opens 
10th of August 1971 : First Mr Men books published 
21st of September 1971 : First Old Grey Whistle Test 
22nd of November 1971 : Cairngorm Climbing Tragedy 
4th of December 1971 : Belfast Bar Bomb Kills 15 "
1972,31.99,"30th of January 1972 : Bloody Sunday 
2nd of February 1972 : British Embassy in Dublin bombed 
18th of June 1972 : Staines Air Disaster 
6th of September 1972 : Munich Olympics Terror "
1973,37.36,"1st of January 1973 : Britains Joins the EEC 
4th of January 1973 : 1st episode of Last of the Summer Wine 
11th of January 1973 : First Open Univeristy Graduates 
27th of January 1973 : Gareth Edwards – the Greatest Try 
9th of March 1973 : Vote to retain Union in Northern Ireland 
24th of March 1973 : Dark Side of the Moon Released 
25th of May 1973 : Tubular Bells released 
2nd of August 1973 : Summerland Fire Disaster 
14th of November 1973 : Princess Anne and Mark Phillips Marry "
1974,37.53,"4th of February 1974 : IRA bomb explodes on Army coach 
5th of September 1974 : First Episode of Porridge 
23rd of September 1974 : BBC launches the world's first Ceefax teletext service. 
1st of October 1974 : 1st McDonalds opens in London 
5th of October 1974 : IRA Bomb Guildford 
7th of November 1974 : Lord Lucan disappears 
21st of November 1974 : IRA Bomb Birmingham 
27th of December 1974 : Last Native Manx Speaker Dies "
1975,40.09,"14th of January 1975 : Lesley Whittle kidnapped by Donald Neilson 
11th of February 1975 : Margaret Thatcher becomes leader of the Tory Party 
28th of February 1975 : Moorgate Tube Train Disaster 
4th of April 1975 : Microsoft Founded 
4th of April 1975 : First Episode of The Good Life 
27th of May 1975 : Britain’s Worst Road Accident 
19th of September 1975 : First Episode of Fawlty Towers 
3rd of November 1975 : North Sea Oil starts to flow 
5th of November 1975 : Sex Pistols play 1st ever gig 
27th of November 1975 : Ross McWhirter killed by IRA 
11th of December 1975 : End of the IRA Balcombe Street siege "
1976,39.52,"5th of January 1976 : Kingsmill Massacre 
21st of January 1976 : First Concorde flight 
16th of March 1976 : Harold Wilson Resigns 
26th of March 1976 : Queen sends 1st Royal email 
1st of April 1976 : Apple Computers Launched 
8th of October 1976 : EMI Sign Sex Pistols 
25th of October 1976 : Queen Opens National Theatre 
1st of December 1976 : Grundy Interviews the Sex Pistols "
1977,37.01,"2nd of April 1977 : Red Rum wins the national for 3rd time 
25th of May 1977 : Star Wars Opens 
7th of June 1977 : Silver Jubilee Celebrations 
1st of July 1977 : Wade wins Jubilee Wimbledon 
16th of September 1977 : Marc Bolan dies in car crash 
10th of October 1977 : First Brit Awards 
26th of October 1977 : Last Natural Smallpox Case 
27th of October 1977 : Sex Pistols Release Never Mind the Bollocks "
1978,36.98,"8th of February 1978 : First Episode of Grange Hill 
8th of March 1978 : Hitch Hikers Guide First Broadcast 
25th of March 1978 : Cambridge Sink In Boat Race 
8th of June 1978 : Naomi James Globe Circling First 
19th of June 1978 : Botham sets all-rounder record 
25th of July 1978 : First Test Tube Baby Born 
7th of September 1978 : The Umbrella Murder 
19th of September 1978 : Murder of Carl Bridgewater 
12th of October 1978 : Sid Vicious Arrested for Murder "
1979,36.1,"22nd of January 1979 : Public Sector Strike Begins 
22nd of January 1979 : Space Invaders Hit UK 
9th of February 1979 : Worlds first £1 Million footballer is bought 
18th of February 1979 : Antiques Roadshow 1st Broadcast 
30th of March 1979 : Airey Neave assasinated 
23rd of April 1979 : Death of Blair Peach 
4th of May 1979 : Margaret Thatcher becomes Britains 1st Female PM 
27th of August 1979 : Lord Louis Mountbatten assasinated by IRA 
12th of October 1979 : Hitchhiker's Guide to the Galaxy Published 
16th of November 1979 : Blunt Treason Revealed 
4th of December 1979 : The Hastie Fire 
14th of December 1979 : The Clash Release London Calling "
1980,35.65,"30th of January 1980 : First Newsnight 
25th of February 1980 : Yes Minister First Broadcast 
1st of April 1980 : Britains 1st nudist beach opens 
30th of April 1980 : Terrorists seize Iranian Embassy in London 
5th of May 1980 : The SAS storms the Iranian embassy in London 
8th of December 1980 : John Lennon shot dead "
1981,35.96,"4th of January 1981 : Peter Sutcliffe Admits he’s Yorkshire Ripper 
18th of January 1981 : Deptford Fire Kills 13 
24th of February 1981 : Prince Charles & Lady Diana Spencer announce engagement 
9th of March 1981 : M5 rapist given 12 life sentences 
26th of March 1981 : SDP Created 
29th of March 1981 : First London Marathon 
4th of April 1981 : First Woman in the Boat Race 
11th of April 1981 : Brixton Riots 
5th of May 1981 : Death of Hunger Striker Bobby Sands 
13rd of June 1981 : Fantasy Assassin Targets the Queen 
24th of June 1981 : The Humber Bridge Opens to Traffic 
20th of July 1981 : Botham’s Greatest Ashes Day 
29th of July 1981 : Wedding of Charles and Diana 
8th of September 1981 : First Episode of Only Fools and Horses 
3rd of October 1981 : End of Maze Hunger Strikes 
19th of December 1981 : Penlee Lifeboat Disaster "
1982,36.21,"19th of March 1982 : Argentine Forces land on South Georgia 
2nd of April 1982 : Argentina invades Falklands 
5th of April 1982 : British fleet sails for Falkland Islands 
20th of April 1982 : Sinclair ZX Spectrum Launched 
2nd of May 1982 : General Belgrano sank 
25th of May 1982 : HMS Coventry Sunk 
14th of June 1982 : End of Falklands War 
17th of June 1982 : Robert Calvi Gods Banker found dead 
11th of October 1982 : Mary Rose raised 
30th of October 1982 : The Jam Split 
1st of November 1982 : Channel 4 transmits for 1st time 
12th of December 1982 : Peace Women Embrace Greenham Common "
1983,37.24,"8th of February 1983 : Shergar kidnapped 
5th of May 1983 : 1000th Top of the Pops 
16th of July 1983 : Helicopter Crashes off Scilly 
26th of September 1983 : 21 IRA men escape from Maze Prison 
16th of November 1983 : England Fans Riot in Luxembourg 
18th of November 1983 : Walton Sextuplets Born 
26th of November 1983 : Brinks Mat Robbery 
17th of December 1983 : IRA bomb Harrods "
1984,37.58,"14th of February 1984 : Torvill and Dean Win Gold 
5th of March 1984 : Miners Strike Starts 
8th of May 1984 : Thames Barrier Opens 
22nd of May 1984 : Abbeystead Disaster 
18th of June 1984 : Battle of Orgreave 
9th of July 1984 : Lightning strikes York Minster 
30th of July 1984 : Falkirk Rail Disaster 
10th of September 1984 : Eureka Moment for DNA Fingerprinting 
12th of October 1984 : IRA Bomb Grand Hotel Brighton 
12th of November 1984 : End of the Pound note 
23rd of November 1984 : Oxford Circus Tube Fire 
24th of November 1984 : Band Aid Single Recorded 
20th of December 1984 : Greatest Underground Fire in History "
1985,38.3,"1st of January 1985 : First UK Mobile Phone Call 
10th of January 1985 : Sinclair C5 Launched 
19th of February 1985 : 1st episode of Eastenders 
3rd of March 1985 : Miners Strike Ends 
11th of May 1985 : Bradford City Football Fire 
29th of May 1985 : Heysel Stadium Disaster 
13rd of July 1985 : Live Aid 
1st of September 1985 : Titanic Found 
14th of September 1985 : Expulsion of Britons from USSR 
28th of September 1985 : Brixton riots again 
1st of October 1985 : Toxteth Riots 
6th of October 1985 : Broadwater Farm Riots 
15th of November 1985 : Anglo Irish Agreement signed 
29th of November 1985 : Glasgow Gas Blast "
1986,39.97,"26th of April 1986 : Chernobyl 
23rd of July 1986 : Prince Andrew marries Sarah Ferguson 
29th of October 1986 : M25 fully opens 
1st of November 1986 : BSE identified in UK 
6th of November 1986 : Sumburgh Disaster "
1987,41.42,"6th of March 1987 : Herald of Free Enterprise Ferry Disaster 
8th of May 1987 : The Loughgall Ambush 
19th of June 1987 : It’s a Royal Knockout 
3rd of July 1987 : Branson Crosses Atlantic in Hot-Air Balloon 
19th of August 1987 : The Hungerford Massacre 
15th of October 1987 : The Great Storm 
19th of October 1987 : Black Monday Market Crash 
8th of November 1987 : Enniskillen Remembrance Day Bomb 
18th of November 1987 : Kings Cross Fire "
1988,43.76,"5th of February 1988 : 1st Red Nose day 
6th of March 1988 : 3 IRA members shot dead in Gibraltar 
11th of March 1988 : Pound Note Withdrawn from Circulation 
16th of March 1988 : Milltown Cemetery Killings 
6th of July 1988 : Piper Alpha Disaster 
12th of December 1988 : Clapham rail disaster 
17th of December 1988 : Work begins on the Channel Tunnel 
21st of December 1988 : Lockerbie Air Disaster "
1989,45.4,"8th of January 1989 : Kegworth Air Crash 
6th of February 1989 : Launch of Sky TV 
14th of February 1989 : Khomeini Issues ‘Satanic Verses’ Fatwa 
15th of April 1989 : Hillsborough Disaster 
4th of June 1989 : Tiananmen Square Massacre 
20th of August 1989 : Marchioness Disaster 
22nd of September 1989 : 10 Soldiers killed by IRA bomb attack in Deal 
19th of October 1989 : Guildford Four Verdicts Quashed 
9th of November 1989 : Fall of the Berlin Wall "
1990,46.19,"25th of January 1990 : Burns Day Killer Storm 
31st of March 1990 : Poll Tax Riots 
1st of April 1990 : Strangeways Prison Riot Begins 
8th of October 1990 : Britain joins the Exchange Rate Mechanism 
12th of November 1990 : Tim Berners-Lee Proposes world wide web 
13rd of November 1990 : Geoffrey Howes resignation speech 
22nd of November 1990 : Margaret Thatcher Resigns 
1st of December 1990 : Channel Tunnel Links Britain and France 
9th of December 1990 : Iraq Frees 100 UK Hostages "
1991,46.86,"7th of February 1991 : IRA Fires Mortar at 10 Downing St 
25th of February 1991 : Birmingham Six convictions overturned 
14th of March 1991 : Birmingham Six Released 
18th of May 1991 : First Briton in space 
9th of June 1991 : Completion of the Dartford Bridge 
5th of November 1991 : Robert Maxwell Dies 
18th of November 1991 : Beirut Hostage Terry Waite Released 
25th of December 1991 : End of the Soviet Union "
1992,49.42,"16th of January 1992 : Britain drops out of the Exchange Rate Mechanism 
30th of March 1992 : John Major gets on his Soapbox 
15th of August 1992 : Inaugural Premier League Games 
11th of November 1992 : Church of England votes to allow female priests 
12th of November 1992 : Absolutely Fabulous Debuts 
20th of November 1992 : Windsor Castle is damaged by fire 
3rd of December 1992 : First Text Message Sent "
1993,49.51,"14th of February 1993 : Body of James Bulger found 
20th of March 1993 : IRA Bombs Warrington 
3rd of April 1993 : The Grand National That Never Was 
19th of April 1993 : Waco Siege Ends 
24th of April 1993 : Bishopsgate Bombing 
4th of June 1993 : Shane Warne bowls 'Ball of the Century' 
7th of August 1993 : Buckingham Palace Opens for Tourists "
1994,49.99,"12th of March 1994 : Women priests ordained for 1st time 
6th of May 1994 : The Channel Tunnel opens 
31st of May 1994 : Blair-Brown Granita Pact 
2nd of June 1994 : Chinook crashes into Mull 
21st of July 1994 : Tony Blair Elected Labour Leader 
19th of November 1994 : First National Lottery Draw "
