Timestamp, Tweet-ID, Included(Y/N),Count
Sun Nov 03 22:52:04 +0000 2013,3.97134E+17,Y,
Sun Nov 03 22:54:03 +0000 2013,3.97135E+17,Y,
Sun Nov 03 22:58:38 +0000 2013,3.97136E+17,Y,
Sun Nov 03 23:01:48 +0000 2013,3.97137E+17,Y,
Sun Nov 03 23:10:03 +0000 2013,3.97139E+17,Y,
Sun Nov 03 23:16:34 +0000 2013,3.9714E+17,Y,
Sun Nov 03 23:20:53 +0000 2013,3.97141E+17,Y,
Sun Nov 03 23:28:23 +0000 2013,3.97143E+17,Y,
Sun Nov 03 23:29:21 +0000 2013,3.97143E+17,Y,
Sun Nov 03 23:42:00 +0000 2013,3.97147E+17,Y,
Mon Nov 04 00:02:13 +0000 2013,3.97152E+17,Y,
Mon Nov 04 00:14:40 +0000 2013,3.97155E+17,Y,
Mon Nov 04 00:15:14 +0000 2013,3.97155E+17,Y,
Mon Nov 04 00:26:15 +0000 2013,3.97158E+17,Y,
Mon Nov 04 00:37:52 +0000 2013,3.97161E+17,Y,
Mon Nov 04 00:39:36 +0000 2013,3.97161E+17,Y,
Mon Nov 04 00:43:12 +0000 2013,3.97162E+17,Y,
Mon Nov 04 00:48:35 +0000 2013,3.97163E+17,Y,
Mon Nov 04 00:55:04 +0000 2013,3.97165E+17,Y,
Mon Nov 04 00:59:06 +0000 2013,3.97166E+17,Y,
Mon Nov 04 01:07:27 +0000 2013,3.97168E+17,Y,
Mon Nov 04 01:09:56 +0000 2013,3.97169E+17,Y,
Mon Nov 04 01:11:33 +0000 2013,3.97169E+17,Y,
Mon Nov 04 01:13:09 +0000 2013,3.9717E+17,Y,
Mon Nov 04 01:25:45 +0000 2013,3.97173E+17,Y,
Mon Nov 04 02:29:13 +0000 2013,3.97189E+17,Y,
Mon Nov 04 02:42:45 +0000 2013,3.97192E+17,Y,
Mon Nov 04 02:58:52 +0000 2013,3.97196E+17,Y,
Mon Nov 04 03:10:52 +0000 2013,3.97199E+17,Y,
Mon Nov 04 03:18:32 +0000 2013,3.97201E+17,Y,
Mon Nov 04 03:41:35 +0000 2013,3.97207E+17,Y,
Mon Nov 04 03:45:26 +0000 2013,3.97208E+17,Y,
Mon Nov 04 04:00:12 +0000 2013,3.97212E+17,Y,
Mon Nov 04 04:01:50 +0000 2013,3.97212E+17,Y,
Mon Nov 04 04:03:20 +0000 2013,3.97212E+17,Y,
Mon Nov 04 04:19:14 +0000 2013,3.97216E+17,Y,
Mon Nov 04 04:31:07 +0000 2013,3.97219E+17,Y,
Mon Nov 04 04:39:19 +0000 2013,3.97221E+17,Y,
Mon Nov 04 04:40:21 +0000 2013,3.97222E+17,Y,
Mon Nov 04 04:44:11 +0000 2013,3.97223E+17,Y,
Mon Nov 04 04:46:43 +0000 2013,3.97223E+17,Y,
Mon Nov 04 04:53:54 +0000 2013,3.97225E+17,Y,
Mon Nov 04 05:31:33 +0000 2013,3.97235E+17,Y,
Mon Nov 04 05:41:45 +0000 2013,3.97237E+17,Y,
Mon Nov 04 05:46:36 +0000 2013,3.97238E+17,Y,
Mon Nov 04 05:47:37 +0000 2013,3.97239E+17,Y,
Mon Nov 04 05:56:07 +0000 2013,3.97241E+17,Y,
Mon Nov 04 06:04:19 +0000 2013,3.97243E+17,Y,
Mon Nov 04 06:19:48 +0000 2013,3.97247E+17,Y,
Mon Nov 04 06:26:09 +0000 2013,3.97248E+17,Y,
Mon Nov 04 07:17:33 +0000 2013,3.97261E+17,Y,
Mon Nov 04 07:24:20 +0000 2013,3.97263E+17,Y,
Mon Nov 04 08:06:20 +0000 2013,3.97274E+17,Y,
Mon Nov 04 08:22:14 +0000 2013,3.97278E+17,Y,
Mon Nov 04 08:26:06 +0000 2013,3.97279E+17,Y,
Mon Nov 04 08:26:35 +0000 2013,3.97279E+17,Y,
Mon Nov 04 09:09:15 +0000 2013,3.97289E+17,Y,
Mon Nov 04 09:35:09 +0000 2013,3.97296E+17,Y,
Mon Nov 04 09:38:27 +0000 2013,3.97297E+17,Y,
Mon Nov 04 09:39:04 +0000 2013,3.97297E+17,Y,
Mon Nov 04 09:46:56 +0000 2013,3.97299E+17,Y,
Mon Nov 04 09:49:41 +0000 2013,3.973E+17,Y,
Mon Nov 04 11:38:27 +0000 2013,3.97327E+17,Y,
Mon Nov 04 11:41:39 +0000 2013,3.97328E+17,Y,
Mon Nov 04 11:46:47 +0000 2013,3.97329E+17,Y,
Mon Nov 04 11:51:22 +0000 2013,3.9733E+17,Y,
Mon Nov 04 12:11:08 +0000 2013,3.97335E+17,Y,
Mon Nov 04 12:35:26 +0000 2013,3.97341E+17,Y,
Mon Nov 04 12:46:34 +0000 2013,3.97344E+17,Y,
Mon Nov 04 13:27:25 +0000 2013,3.97354E+17,Y,
Mon Nov 04 13:28:54 +0000 2013,3.97355E+17,Y,
Mon Nov 04 13:37:53 +0000 2013,3.97357E+17,Y,
Mon Nov 04 13:57:48 +0000 2013,3.97362E+17,Y,
Mon Nov 04 13:59:07 +0000 2013,3.97362E+17,Y,
Mon Nov 04 13:59:17 +0000 2013,3.97362E+17,Y,
Mon Nov 04 14:06:30 +0000 2013,3.97364E+17,Y,
Mon Nov 04 14:07:11 +0000 2013,3.97364E+17,Y,
Mon Nov 04 14:19:34 +0000 2013,3.97368E+17,Y,
Mon Nov 04 14:19:41 +0000 2013,3.97368E+17,Y,
Mon Nov 04 14:29:44 +0000 2013,3.9737E+17,Y,
Mon Nov 04 14:37:22 +0000 2013,3.97372E+17,Y,
Mon Nov 04 14:48:22 +0000 2013,3.97375E+17,Y,
Mon Nov 04 14:52:46 +0000 2013,3.97376E+17,Y,
Mon Nov 04 14:58:30 +0000 2013,3.97377E+17,Y,
Mon Nov 04 15:04:20 +0000 2013,3.97379E+17,Y,
Mon Nov 04 15:05:11 +0000 2013,3.97379E+17,Y,
Mon Nov 04 15:05:13 +0000 2013,3.97379E+17,Y,
Mon Nov 04 15:10:07 +0000 2013,3.9738E+17,Y,
Mon Nov 04 15:16:06 +0000 2013,3.97382E+17,Y,
Mon Nov 04 15:17:34 +0000 2013,3.97382E+17,Y,
Mon Nov 04 15:27:50 +0000 2013,3.97385E+17,Y,
Mon Nov 04 15:28:06 +0000 2013,3.97385E+17,Y,
Mon Nov 04 15:41:45 +0000 2013,3.97388E+17,Y,
Mon Nov 04 15:51:30 +0000 2013,3.97391E+17,Y,
Mon Nov 04 15:53:00 +0000 2013,3.97391E+17,Y,
Mon Nov 04 16:10:47 +0000 2013,3.97396E+17,Y,
Mon Nov 04 16:14:36 +0000 2013,3.97396E+17,Y,
Mon Nov 04 16:18:38 +0000 2013,3.97397E+17,Y,
Mon Nov 04 16:19:58 +0000 2013,3.97398E+17,Y,
Mon Nov 04 16:24:52 +0000 2013,3.97399E+17,Y,
Mon Nov 04 16:30:02 +0000 2013,3.974E+17,Y,
Mon Nov 04 16:30:57 +0000 2013,3.97401E+17,Y,
Mon Nov 04 16:35:19 +0000 2013,3.97402E+17,Y,
Mon Nov 04 16:48:51 +0000 2013,3.97405E+17,Y,
Mon Nov 04 16:54:33 +0000 2013,3.97407E+17,Y,
Mon Nov 04 17:06:45 +0000 2013,3.9741E+17,Y,
Mon Nov 04 17:15:48 +0000 2013,3.97412E+17,Y,
Mon Nov 04 17:20:11 +0000 2013,3.97413E+17,Y,
Mon Nov 04 17:26:08 +0000 2013,3.97414E+17,Y,
Mon Nov 04 17:29:20 +0000 2013,3.97415E+17,Y,
Mon Nov 04 17:30:52 +0000 2013,3.97416E+17,Y,
Mon Nov 04 17:41:24 +0000 2013,3.97418E+17,Y,
Mon Nov 04 17:41:31 +0000 2013,3.97418E+17,Y,
Mon Nov 04 18:00:10 +0000 2013,3.97423E+17,Y,
Mon Nov 04 18:00:23 +0000 2013,3.97423E+17,Y,
Mon Nov 04 18:03:47 +0000 2013,3.97424E+17,Y,
Mon Nov 04 18:13:37 +0000 2013,3.97426E+17,Y,
Mon Nov 04 18:20:56 +0000 2013,3.97428E+17,Y,
Mon Nov 04 18:27:25 +0000 2013,3.9743E+17,Y,
Mon Nov 04 18:28:55 +0000 2013,3.9743E+17,Y,
Mon Nov 04 18:32:41 +0000 2013,3.97431E+17,Y,
Mon Nov 04 18:54:06 +0000 2013,3.97437E+17,Y,
Mon Nov 04 18:57:56 +0000 2013,3.97438E+17,Y,
Mon Nov 04 18:57:57 +0000 2013,3.97438E+17,Y,
Mon Nov 04 19:13:17 +0000 2013,3.97441E+17,Y,
Mon Nov 04 19:14:28 +0000 2013,3.97442E+17,Y,
Mon Nov 04 19:15:21 +0000 2013,3.97442E+17,Y,
Mon Nov 04 19:22:44 +0000 2013,3.97444E+17,Y,
Mon Nov 04 19:44:00 +0000 2013,3.97449E+17,Y,
Mon Nov 04 19:44:03 +0000 2013,3.97449E+17,Y,
Mon Nov 04 20:10:47 +0000 2013,3.97456E+17,Y,
Mon Nov 04 20:11:21 +0000 2013,3.97456E+17,Y,
Mon Nov 04 20:19:44 +0000 2013,3.97458E+17,Y,
Mon Nov 04 20:23:00 +0000 2013,3.97459E+17,Y,
Mon Nov 04 20:23:22 +0000 2013,3.97459E+17,Y,
Mon Nov 04 20:25:06 +0000 2013,3.9746E+17,Y,
Mon Nov 04 20:42:27 +0000 2013,3.97464E+17,Y,
Mon Nov 04 20:47:50 +0000 2013,3.97465E+17,Y,
Mon Nov 04 20:50:47 +0000 2013,3.97466E+17,Y,
Mon Nov 04 20:52:56 +0000 2013,3.97467E+17,Y,
Mon Nov 04 20:53:15 +0000 2013,3.97467E+17,Y,
Mon Nov 04 20:58:05 +0000 2013,3.97468E+17,Y,
Mon Nov 04 21:00:44 +0000 2013,3.97468E+17,Y,
Mon Nov 04 21:08:59 +0000 2013,3.97471E+17,Y,
Mon Nov 04 21:14:36 +0000 2013,3.97472E+17,Y,
Mon Nov 04 21:16:48 +0000 2013,3.97473E+17,Y,
Mon Nov 04 21:32:32 +0000 2013,3.97476E+17,Y,
Mon Nov 04 21:37:52 +0000 2013,3.97478E+17,Y,
Mon Nov 04 21:43:16 +0000 2013,3.97479E+17,Y,
Mon Nov 04 21:50:15 +0000 2013,3.97481E+17,Y,
Mon Nov 04 21:50:30 +0000 2013,3.97481E+17,Y,
Mon Nov 04 21:55:55 +0000 2013,3.97482E+17,Y,
Mon Nov 04 22:14:24 +0000 2013,3.97487E+17,Y,
Mon Nov 04 23:11:47 +0000 2013,3.97501E+17,Y,
Mon Nov 04 23:20:32 +0000 2013,3.97504E+17,Y,
Mon Nov 04 23:36:15 +0000 2013,3.97508E+17,Y,
Mon Nov 04 23:43:32 +0000 2013,3.97509E+17,Y,
Mon Nov 04 23:47:48 +0000 2013,3.97511E+17,Y,
Tue Nov 05 00:04:54 +0000 2013,3.97515E+17,Y,
Tue Nov 05 00:21:05 +0000 2013,3.97519E+17,Y,
Tue Nov 05 00:25:10 +0000 2013,3.9752E+17,Y,
Tue Nov 05 00:46:09 +0000 2013,3.97525E+17,Y,
Tue Nov 05 00:57:14 +0000 2013,3.97528E+17,Y,
Tue Nov 05 00:59:00 +0000 2013,3.97528E+17,Y,
Tue Nov 05 00:59:39 +0000 2013,3.97529E+17,Y,
Tue Nov 05 01:01:43 +0000 2013,3.97529E+17,Y,
Tue Nov 05 01:17:18 +0000 2013,3.97533E+17,Y,
Tue Nov 05 01:30:32 +0000 2013,3.97536E+17,Y,
Tue Nov 05 01:33:21 +0000 2013,3.97537E+17,Y,
Tue Nov 05 01:57:54 +0000 2013,3.97543E+17,Y,
Tue Nov 05 02:15:05 +0000 2013,3.97548E+17,Y,
Tue Nov 05 02:15:33 +0000 2013,3.97548E+17,Y,
Tue Nov 05 02:18:02 +0000 2013,3.97548E+17,Y,
Tue Nov 05 02:31:36 +0000 2013,3.97552E+17,Y,
Tue Nov 05 02:33:24 +0000 2013,3.97552E+17,Y,
Tue Nov 05 02:34:35 +0000 2013,3.97552E+17,Y,
Tue Nov 05 02:41:33 +0000 2013,3.97554E+17,Y,
Tue Nov 05 03:02:59 +0000 2013,3.9756E+17,Y,
Tue Nov 05 03:15:57 +0000 2013,3.97563E+17,Y,
Tue Nov 05 03:30:49 +0000 2013,3.97567E+17,Y,
Tue Nov 05 03:48:25 +0000 2013,3.97571E+17,Y,
Tue Nov 05 03:49:36 +0000 2013,3.97571E+17,Y,
Tue Nov 05 03:50:08 +0000 2013,3.97572E+17,Y,
Tue Nov 05 03:53:53 +0000 2013,3.97572E+17,Y,
Tue Nov 05 03:54:30 +0000 2013,3.97573E+17,Y,
Tue Nov 05 03:56:03 +0000 2013,3.97573E+17,Y,
Tue Nov 05 03:59:08 +0000 2013,3.97574E+17,Y,
Tue Nov 05 03:59:44 +0000 2013,3.97574E+17,Y,
Tue Nov 05 04:04:13 +0000 2013,3.97575E+17,Y,
Tue Nov 05 04:04:53 +0000 2013,3.97575E+17,Y,
Tue Nov 05 04:58:23 +0000 2013,3.97589E+17,Y,
Tue Nov 05 05:00:37 +0000 2013,3.97589E+17,Y,
Tue Nov 05 05:19:58 +0000 2013,3.97594E+17,Y,
Tue Nov 05 05:33:09 +0000 2013,3.97597E+17,Y,
Tue Nov 05 05:33:58 +0000 2013,3.97598E+17,Y,
Tue Nov 05 05:34:52 +0000 2013,3.97598E+17,Y,
Tue Nov 05 06:30:19 +0000 2013,3.97612E+17,Y,
Tue Nov 05 07:51:03 +0000 2013,3.97632E+17,Y,
Tue Nov 05 08:46:13 +0000 2013,3.97646E+17,Y,
Tue Nov 05 09:29:03 +0000 2013,3.97657E+17,Y,
Tue Nov 05 11:21:02 +0000 2013,3.97685E+17,Y,
Tue Nov 05 11:34:05 +0000 2013,3.97688E+17,Y,
Tue Nov 05 11:48:38 +0000 2013,3.97692E+17,Y,
Tue Nov 05 12:39:42 +0000 2013,3.97705E+17,Y,
Tue Nov 05 14:30:45 +0000 2013,3.97733E+17,Y,
Tue Nov 05 14:42:09 +0000 2013,3.97736E+17,Y,
Tue Nov 05 14:47:59 +0000 2013,3.97737E+17,Y,
Tue Nov 05 14:52:35 +0000 2013,3.97738E+17,Y,
Tue Nov 05 14:58:38 +0000 2013,3.9774E+17,Y,
Tue Nov 05 15:21:41 +0000 2013,3.97746E+17,Y,
Tue Nov 05 15:36:42 +0000 2013,3.97749E+17,Y,
Tue Nov 05 16:30:23 +0000 2013,3.97763E+17,Y,
Tue Nov 05 16:51:05 +0000 2013,3.97768E+17,Y,
Tue Nov 05 17:01:15 +0000 2013,3.97771E+17,Y,
Tue Nov 05 17:16:56 +0000 2013,3.97775E+17,Y,
Tue Nov 05 17:23:46 +0000 2013,3.97776E+17,Y,
Tue Nov 05 17:38:45 +0000 2013,3.9778E+17,Y,
Tue Nov 05 17:48:01 +0000 2013,3.97782E+17,Y,
Tue Nov 05 18:08:26 +0000 2013,3.97788E+17,Y,
Tue Nov 05 18:35:19 +0000 2013,3.97794E+17,Y,
Tue Nov 05 18:36:12 +0000 2013,3.97794E+17,Y,
Tue Nov 05 19:11:56 +0000 2013,3.97803E+17,Y,
Tue Nov 05 19:26:27 +0000 2013,3.97807E+17,Y,
Tue Nov 05 20:46:20 +0000 2013,3.97827E+17,Y,
Tue Nov 05 20:52:55 +0000 2013,3.97829E+17,Y,
Tue Nov 05 21:45:01 +0000 2013,3.97842E+17,Y,
Tue Nov 05 22:05:03 +0000 2013,3.97847E+17,Y,
Tue Nov 05 22:07:12 +0000 2013,3.97848E+17,Y,
Tue Nov 05 23:10:31 +0000 2013,3.97864E+17,Y,
Tue Nov 05 23:56:10 +0000 2013,3.97875E+17,Y,
Wed Nov 06 00:22:46 +0000 2013,3.97882E+17,Y,
Wed Nov 06 00:35:33 +0000 2013,3.97885E+17,Y,
Wed Nov 06 00:43:56 +0000 2013,3.97887E+17,Y,
Wed Nov 06 01:07:35 +0000 2013,3.97893E+17,Y,
Wed Nov 06 01:23:49 +0000 2013,3.97897E+17,Y,
Wed Nov 06 01:47:42 +0000 2013,3.97903E+17,Y,
Wed Nov 06 02:00:45 +0000 2013,3.97906E+17,Y,
Wed Nov 06 02:03:26 +0000 2013,3.97907E+17,Y,
Wed Nov 06 02:07:00 +0000 2013,3.97908E+17,Y,
Wed Nov 06 02:51:35 +0000 2013,3.97919E+17,Y,
Wed Nov 06 02:54:41 +0000 2013,3.9792E+17,Y,
Wed Nov 06 03:32:51 +0000 2013,3.9793E+17,Y,
Wed Nov 06 04:30:56 +0000 2013,3.97944E+17,Y,
Wed Nov 06 07:06:37 +0000 2013,3.97983E+17,Y,
Wed Nov 06 08:12:59 +0000 2013,3.98E+17,Y,
Wed Nov 06 08:14:40 +0000 2013,3.98E+17,Y,
Wed Nov 06 09:41:53 +0000 2013,3.98022E+17,Y,
Wed Nov 06 11:32:21 +0000 2013,3.9805E+17,Y,
Wed Nov 06 12:17:37 +0000 2013,3.98062E+17,Y,
Wed Nov 06 12:23:46 +0000 2013,3.98063E+17,Y,
Wed Nov 06 14:34:15 +0000 2013,3.98096E+17,Y,
Wed Nov 06 14:40:13 +0000 2013,3.98097E+17,Y,
Wed Nov 06 14:48:56 +0000 2013,3.981E+17,Y,
Wed Nov 06 15:16:00 +0000 2013,3.98106E+17,Y,
Wed Nov 06 15:22:50 +0000 2013,3.98108E+17,Y,
Wed Nov 06 15:25:22 +0000 2013,3.98109E+17,Y,
Wed Nov 06 16:30:59 +0000 2013,3.98125E+17,Y,
Wed Nov 06 17:56:33 +0000 2013,3.98147E+17,Y,
Wed Nov 06 18:19:31 +0000 2013,3.98153E+17,Y,
Wed Nov 06 19:02:18 +0000 2013,3.98163E+17,Y,
Wed Nov 06 19:43:28 +0000 2013,3.98174E+17,Y,
Wed Nov 06 19:51:01 +0000 2013,3.98176E+17,Y,
Wed Nov 06 19:52:45 +0000 2013,3.98176E+17,Y,
Wed Nov 06 20:03:00 +0000 2013,3.98179E+17,Y,
Wed Nov 06 20:06:15 +0000 2013,3.9818E+17,Y,
Wed Nov 06 20:10:23 +0000 2013,3.98181E+17,Y,
Wed Nov 06 20:10:27 +0000 2013,3.98181E+17,Y,
Wed Nov 06 20:25:32 +0000 2013,3.98184E+17,Y,
Wed Nov 06 20:25:59 +0000 2013,3.98185E+17,Y,
Wed Nov 06 20:46:28 +0000 2013,3.9819E+17,Y,
Wed Nov 06 20:54:15 +0000 2013,3.98192E+17,Y,
Wed Nov 06 22:12:56 +0000 2013,3.98211E+17,Y,
Wed Nov 06 22:25:15 +0000 2013,3.98215E+17,Y,
Wed Nov 06 22:28:37 +0000 2013,3.98215E+17,Y,
Wed Nov 06 22:40:35 +0000 2013,3.98218E+17,Y,
Wed Nov 06 22:48:55 +0000 2013,3.9822E+17,Y,
Wed Nov 06 22:55:53 +0000 2013,3.98222E+17,Y,
Wed Nov 06 22:58:34 +0000 2013,3.98223E+17,Y,
Wed Nov 06 23:27:43 +0000 2013,3.9823E+17,Y,
Thu Nov 07 00:10:36 +0000 2013,3.98241E+17,Y,
Thu Nov 07 00:19:45 +0000 2013,3.98243E+17,Y,
Thu Nov 07 00:22:00 +0000 2013,3.98244E+17,Y,
Thu Nov 07 00:22:31 +0000 2013,3.98244E+17,Y,
Thu Nov 07 00:24:36 +0000 2013,3.98245E+17,Y,
Thu Nov 07 00:27:06 +0000 2013,3.98245E+17,Y,
Thu Nov 07 00:28:13 +0000 2013,3.98245E+17,Y,
Thu Nov 07 00:51:21 +0000 2013,3.98251E+17,Y,
Thu Nov 07 00:52:41 +0000 2013,3.98252E+17,Y,
Thu Nov 07 00:59:12 +0000 2013,3.98253E+17,Y,
Thu Nov 07 00:59:46 +0000 2013,3.98253E+17,Y,
Thu Nov 07 01:04:01 +0000 2013,3.98254E+17,Y,
Thu Nov 07 01:11:35 +0000 2013,3.98256E+17,Y,
Thu Nov 07 01:21:37 +0000 2013,3.98259E+17,Y,
Thu Nov 07 01:24:39 +0000 2013,3.9826E+17,Y,
Thu Nov 07 01:24:59 +0000 2013,3.9826E+17,Y,
Thu Nov 07 02:33:57 +0000 2013,3.98277E+17,Y,
Thu Nov 07 03:19:27 +0000 2013,3.98289E+17,Y,
Thu Nov 07 03:22:44 +0000 2013,3.98289E+17,Y,
Thu Nov 07 04:47:27 +0000 2013,3.98311E+17,Y,
Thu Nov 07 04:58:53 +0000 2013,3.98314E+17,Y,
Thu Nov 07 08:40:19 +0000 2013,3.98369E+17,Y,
Thu Nov 07 08:44:09 +0000 2013,3.9837E+17,Y,
Thu Nov 07 09:43:15 +0000 2013,3.98385E+17,Y,
Thu Nov 07 10:11:42 +0000 2013,3.98392E+17,Y,
Thu Nov 07 10:29:43 +0000 2013,3.98397E+17,Y,
Thu Nov 07 11:07:51 +0000 2013,3.98406E+17,Y,
Thu Nov 07 12:18:51 +0000 2013,3.98424E+17,Y,
Thu Nov 07 13:25:20 +0000 2013,3.98441E+17,Y,
Thu Nov 07 14:15:58 +0000 2013,3.98454E+17,Y,
Thu Nov 07 17:38:30 +0000 2013,3.98505E+17,Y,
Thu Nov 07 18:05:30 +0000 2013,3.98512E+17,Y,
Thu Nov 07 18:58:27 +0000 2013,3.98525E+17,Y,
Thu Nov 07 19:19:18 +0000 2013,3.9853E+17,Y,
Thu Nov 07 19:57:28 +0000 2013,3.9854E+17,Y,
Thu Nov 07 21:10:37 +0000 2013,3.98558E+17,Y,
Thu Nov 07 21:42:14 +0000 2013,3.98566E+17,Y,
Thu Nov 07 22:40:50 +0000 2013,3.98581E+17,Y,
Thu Nov 07 23:09:09 +0000 2013,3.98588E+17,Y,
Thu Nov 07 23:15:03 +0000 2013,3.98589E+17,Y,
Thu Nov 07 23:21:06 +0000 2013,3.98591E+17,Y,
Fri Nov 08 00:22:02 +0000 2013,3.98606E+17,Y,
Fri Nov 08 00:29:18 +0000 2013,3.98608E+17,Y,
Fri Nov 08 00:29:28 +0000 2013,3.98608E+17,Y,
Fri Nov 08 01:42:32 +0000 2013,3.98627E+17,Y,
Fri Nov 08 03:52:05 +0000 2013,3.98659E+17,Y,
Fri Nov 08 06:03:46 +0000 2013,3.98692E+17,Y,
Fri Nov 08 06:33:23 +0000 2013,3.987E+17,Y,
Fri Nov 08 06:34:58 +0000 2013,3.987E+17,Y,
Fri Nov 08 06:39:27 +0000 2013,3.98701E+17,Y,
Fri Nov 08 06:41:17 +0000 2013,3.98702E+17,Y,
Fri Nov 08 06:58:15 +0000 2013,3.98706E+17,Y,
Fri Nov 08 07:30:27 +0000 2013,3.98714E+17,Y,
Fri Nov 08 07:30:56 +0000 2013,3.98714E+17,Y,
Fri Nov 08 08:49:04 +0000 2013,3.98734E+17,Y,
Fri Nov 08 12:54:39 +0000 2013,3.98796E+17,Y,
Fri Nov 08 15:26:36 +0000 2013,3.98834E+17,Y,
Fri Nov 08 15:58:15 +0000 2013,3.98842E+17,Y,
Fri Nov 08 16:35:35 +0000 2013,3.98851E+17,Y,
Fri Nov 08 16:42:04 +0000 2013,3.98853E+17,Y,
Fri Nov 08 18:05:42 +0000 2013,3.98874E+17,Y,
Fri Nov 08 18:55:53 +0000 2013,3.98887E+17,Y,
Fri Nov 08 19:26:08 +0000 2013,3.98894E+17,Y,
Fri Nov 08 19:37:35 +0000 2013,3.98897E+17,Y,
Fri Nov 08 21:16:03 +0000 2013,3.98922E+17,Y,
Fri Nov 08 21:20:22 +0000 2013,3.98923E+17,Y,
Fri Nov 08 21:47:58 +0000 2013,3.9893E+17,Y,
Fri Nov 08 22:03:49 +0000 2013,3.98934E+17,Y,
Fri Nov 08 22:37:45 +0000 2013,3.98942E+17,Y,
Sat Nov 09 00:38:09 +0000 2013,3.98973E+17,Y,
Sat Nov 09 01:19:28 +0000 2013,3.98983E+17,Y,
Sat Nov 09 01:37:16 +0000 2013,3.98988E+17,Y,
Sat Nov 09 04:14:19 +0000 2013,3.99027E+17,Y,
Sat Nov 09 05:04:27 +0000 2013,3.9904E+17,Y,
Sat Nov 09 05:18:12 +0000 2013,3.99043E+17,Y,
Sat Nov 09 06:01:08 +0000 2013,3.99054E+17,Y,
Sat Nov 09 07:07:55 +0000 2013,3.99071E+17,Y,
Sat Nov 09 08:23:50 +0000 2013,3.9909E+17,Y,
Sat Nov 09 10:14:52 +0000 2013,3.99118E+17,Y,
Sat Nov 09 10:20:37 +0000 2013,3.99119E+17,Y,
Sat Nov 09 11:42:21 +0000 2013,3.9914E+17,Y,
Sat Nov 09 11:47:40 +0000 2013,3.99141E+17,Y,
Sat Nov 09 13:27:05 +0000 2013,3.99166E+17,Y,
Sat Nov 09 13:50:35 +0000 2013,3.99172E+17,Y,
Sat Nov 09 14:41:01 +0000 2013,3.99185E+17,Y,
Sat Nov 09 15:14:38 +0000 2013,3.99193E+17,Y,
Sat Nov 09 16:24:06 +0000 2013,3.99211E+17,Y,
Sat Nov 09 17:16:25 +0000 2013,3.99224E+17,Y,
Sat Nov 09 17:37:40 +0000 2013,3.99229E+17,Y,
Sat Nov 09 19:08:45 +0000 2013,3.99252E+17,Y,
Sat Nov 09 19:16:14 +0000 2013,3.99254E+17,Y,
Sat Nov 09 23:11:50 +0000 2013,3.99313E+17,Y,
Sun Nov 10 00:34:23 +0000 2013,3.99334E+17,Y,
Sun Nov 10 00:38:59 +0000 2013,3.99335E+17,Y,
Sun Nov 10 01:09:10 +0000 2013,3.99343E+17,Y,
Sun Nov 10 03:49:27 +0000 2013,3.99383E+17,Y,
Sun Nov 10 05:34:52 +0000 2013,3.9941E+17,Y,
Sun Nov 10 07:06:06 +0000 2013,3.99433E+17,Y,
Sun Nov 10 09:36:53 +0000 2013,3.99471E+17,Y,
Sun Nov 10 13:12:00 +0000 2013,3.99525E+17,Y,
Sun Nov 10 15:02:58 +0000 2013,3.99553E+17,Y,
Sun Nov 10 15:22:05 +0000 2013,3.99558E+17,Y,
Sun Nov 10 15:23:14 +0000 2013,3.99558E+17,Y,
Sun Nov 10 16:01:38 +0000 2013,3.99568E+17,Y,
Sun Nov 10 16:46:24 +0000 2013,3.99579E+17,Y,
Sun Nov 10 16:48:50 +0000 2013,3.99579E+17,Y,
Sun Nov 10 17:26:49 +0000 2013,3.99589E+17,Y,
Sun Nov 10 18:04:49 +0000 2013,3.99599E+17,Y,
Sun Nov 10 18:16:08 +0000 2013,3.99601E+17,Y,
Sun Nov 10 18:28:24 +0000 2013,3.99604E+17,Y,
Sun Nov 10 18:46:00 +0000 2013,3.99609E+17,Y,
Sun Nov 10 19:10:05 +0000 2013,3.99615E+17,Y,
Sun Nov 10 20:23:23 +0000 2013,3.99633E+17,Y,
Sun Nov 10 21:31:08 +0000 2013,3.9965E+17,Y,
Sun Nov 10 22:27:58 +0000 2013,3.99665E+17,Y,
Mon Nov 11 01:46:43 +0000 2013,3.99715E+17,Y,
Mon Nov 11 04:13:41 +0000 2013,3.99752E+17,Y,
Mon Nov 11 04:56:12 +0000 2013,3.99762E+17,Y,
Mon Nov 11 05:15:06 +0000 2013,3.99767E+17,Y,
Mon Nov 11 05:31:33 +0000 2013,3.99771E+17,Y,
Mon Nov 11 07:44:24 +0000 2013,3.99805E+17,Y,
Mon Nov 11 11:00:29 +0000 2013,3.99854E+17,Y,
Mon Nov 11 14:40:01 +0000 2013,3.99909E+17,Y,
Mon Nov 11 15:16:56 +0000 2013,3.99919E+17,Y,
Mon Nov 11 15:34:28 +0000 2013,3.99923E+17,Y,
Mon Nov 11 16:10:45 +0000 2013,3.99932E+17,Y,
Mon Nov 11 20:04:07 +0000 2013,3.99991E+17,Y,
Tue Nov 12 01:19:51 +0000 2013,4.0007E+17,Y,
Tue Nov 12 02:29:54 +0000 2013,4.00088E+17,Y,
Tue Nov 12 07:18:00 +0000 2013,4.00161E+17,Y,
Tue Nov 12 08:53:50 +0000 2013,4.00185E+17,Y,
Tue Nov 12 09:05:59 +0000 2013,4.00188E+17,Y,
